Category,Crop,QueryType,QueryText,KccAns,Refer
Vegetables,Cauliflower,Plant Protection,Information Regarding control of Downy mildew  in  Cauliflower Crop?,"Downy Mildew. Appearance of purplish-brown spots observed on lower side of leaves along with greyish white mold on leafs underside. Sanitation and crop rotation help in reducing infection. If infestation of downy is observed, it can be controlled by combined spraying of (Metalaxyl + Mancozeb)@2gm per litre. Take three sprays with 10 days interval.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Cauliflower,Plant Protection,Information Regarding control of Leaf spot and Blight in Cauliflower ?,Leaf spot and Blight: If infestation of blight is observed to control take spray of Mancozeb or Copper oxychloride @300gm/150 Ltr along with 20 ml sticker.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Cauliflower,Plant Protection,Information Regarding control of Leaf spot and Blight in Cauliflower ?,Mix 500 gm of sophilizer (Carbendazim + Mancozeb) in 15-20 kg of soil and sprinkle at good moisture.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Cauliflower,Plant Protection,Information Regarding control of caterpiller in Cauliflower ?,Spray 70 g of Proclam or Success (Spinosed 2.5 SC) 100 ml of Sumicidin 20 EC (Fenvalerate) or 200 ml of Avat (Indoxacarb 15.8 EC) or Corazine 50 ml in 100 liters of water to prevent caterpiller in cauliflower.  ,"[Reference: www.data.gov.in, Kisan Calling Center Dataset]"
Vegetables,Cauliflower,Plant Protection,Information Regarding control of Alternaria leaf spot in Cauliflower ?,Alternaria leaf spot: Remove and burn lower leaves in morning subsequent take spray of tebuconazole 50%+ Trifloxystrobin 25%@120 gm/acre or Mancozeb@2gm/lit or Carbendazim@1gm/lit of water.,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Cauliflower,Nutrient Management,Information regarding the better yield of cauliflower?,For good yield of cauliflower you can spray 10 grams of NPK 13:00:45 per liter of water.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Cauliflower,Nutrient Management,Information Regarding control of  deficiency in cauliflower?,"If boron is deficient in cabbage crop, add 200 grams of boron in 100 liters of water and spray per acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Cauliflower,Nutrient Management,Information Regarding necessary nutrition of Cauliflower?,"NITROGEN--50kg/acre, PHOSPHORUS --25kg/acre, POTASH --25 kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Cauliflower,Fertilizer Uses,Information Regarding fertilizer requirement in Cauliflower?,"UREA--110kg/acre, SSP--155kg/acre,MURIATE OF POTASH--40 kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding Carrot Crop?,"Carrot ""annual"" or ""biannual"" herb belongs to family of Umbelliferae and it is native of ""Europe"". It is a great source of Vitamin A. Carrot is major vegetable crop of India. Haryana, Andhra Pradesh, Karnataka, Punjab and Uttar Pradesh are major carrot growing states.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding sowing time of  Carrot crop?,August-September is best time for sowing local (desi) varieties of carrots whereas October-November month is ideal for European varieties.   ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding suitable tempararture of Carrot crops?,"The suitable temparature: Sowing Temparature- 18-23 degree, 
Normal Temperature- 7-23 degree,Harvesting Temperature- 20-25 degree,Rainfall- 75-100cm
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding suitable time of  Carrot crop?,August-September is best time for sowing local (desi) varieties of carrots whereas October-November month is ideal for European varieties.   ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding soil management of  Carrot crop?,"For good root development carrot required deep, loose loamy soils. Heavy soils as well as very loose soils are not suitable for carrot cultivation. For optimum yield pH of soil should be in range of 5.5 to 7 (pH of 6.5 is ideal for good yield).  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding field preparation of  Carrot crop?,Plough land thoroughly and make land weed and clods free. Add well decomposed cow dung of 10 ton/acre and mix well in soils at time of land preparation. Avoid use of undecomposed or free cow dung as it will leads to forking of fleshy roots.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding spacing of  Carrot crop?,"Spacing:Use row to row spacing of 45 cm and plant to plant spacing of 7.5 cm.
   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding sowing depth of  Carrot crop?,"Sowing Depth:For good growth, sow seeds at depth of 1.5 cm
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding harvesting of  Carrot crop?,"Depending upon variety, carrots are ready for harvesting in 90-100 days after sowing. Harvesting is done manually by uprooting plants. After harvesting remove green tops from carrots and then they are washed with water.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding post harvesting of  Carrot crop?,After harvesting grading of carrot depending upon size is carried out. Then they are packed in gunny bags or basket.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Cultural Practices,Information Regarding method of sowing of  Carrot crop?,Method of sowing:  For sowing use dibbling method and also use broadcasting method.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Water Management,Information Regarding water management of  Carrot crop?,"After sowing, apply first irrigation, it will help in good germination. Depending upon soil type and climate, apply remaining irrigations at interval of 6-7 days in summer and 10-12 days interval in winter month. Overall carrot required three to four irrigations. Avoid excessive irrigation as it will leads misshape of roots and numerous hair growth. Stop irrigation two to three weeks before harvesting, It will help in increase in sweetness and taste of carrot.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Weed Management,Information Regarding weed management of  Carrot crop?,Take interculture operation like weeding and hoeing to keep check on weed growth also to provide soil aeration.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Fertilizer Uses,Information Regarding fertilizer uses of  Carrot crop?,"Along with well decomposed cowdung, apply Nitrogen@25kg (in form of Urea@55kg), Phosphorus@12kg (in form of SSP@ 75kg/acre) and Potash@30kg (in form of MOP@50kg) per acre in soil at time of sowing. Potash is required for good development of roots.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding varieties of  Carrot crop?,"PC 34: Red color variety having dark green leaves. Length of root is about 25 cm and root diameter is about 3.15 cm.TSS content is 8.8%. It is ready for harvesting in 90 days after sowing. Gives average yield of 204 qtl/acre.

Punjab Black beauty: Roots are purple black with dark green leaves. It is a rich source of anthocyanins and phenols which protect from cancer. TSS content is about 7.5%. It is ready for harvesting in 93 days after sowing. Gives average yield of 196 qtl/acre. Fresh carrots are used for salad, juice, pickle and Kanji.

Punjab Carrot Red: It gives an average yield of 230qtl/acre. 

Other state varieties:

Exotic Varieties: 1) USA - Red cored chantenay, Danvers half long, Imperator. 2) New Zealand: Akaroa long red, spring market improved, Wanganui giant. 3)Japan: Suko 4)Belgium : Belgium white 5)Netherlands: Early Horn 6) Australia: Red elephant, western red, yellow 7) France: Chantenay, Nantes, oxheart

Pusa Kesar: Red colored carrot variety, developed at IARI, New Delhi. Ready to harvest in 90-110 days and gives average yield of 120 qtl/acre.

Pusa Meghali: Orange colored carrot variety, developed at IARI, New Delhi. Gives average yield of 100-120 qtl/acre.

New Kuroda: Hybrid suitable for plain as well as hilly areas.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding Carrot varietiey  PC 34?,"PC 34: Red color variety having dark green leaves. Length of root is about 25 cm and root diameter is about 3.15 cm.TSS content is 8.8%. It is ready for harvesting in 90 days after sowing. Gives average yield of 204 qtl/acre.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding Carrot varietiey  Punjab Black beauty?,"Punjab Black beauty: Roots are purple black with dark green leaves. It is a rich source of anthocyanins and phenols which protect from cancer. TSS content is about 7.5%. It is ready for harvesting in 93 days after sowing. Gives average yield of 196 qtl/acre. Fresh carrots are used for salad, juice, pickle and Kanji.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding Carrot varietiey  Punjab Carrot Red:?,Punjab Carrot Red: It gives an average yield of 230qtl/acre.   ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding Carrot varietiey  Exotic Varieties?,"Exotic Varieties: 1) USA - Red cored chantenay, Danvers half long, Imperator. 2) New Zealand: Akaroa long red, spring market improved, Wanganui giant. 3)Japan: Suko 4)Belgium : Belgium white 5)Netherlands: Early Horn 6) Australia: Red elephant, western red, yellow 7) France: Chantenay, Nantes, oxheart
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding Carrot varietiey  Pusa Kesar?,"Pusa Kesar: Red colored carrot variety, developed at IARI, New Delhi. Ready to harvest in 90-110 days and gives average yield of 120 qtl/acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding Carrot varietiey  Pusa Meghali?,"Pusa Meghali: Orange colored carrot variety, developed at IARI, New Delhi. Gives average yield of 100-120 qtl/acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Varieties,Information Regarding Carrot varietiey  New Kuroda?,New Kuroda: Hybrid suitable for plain as well as hilly areas.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Seeds,Information Regarding seed management of  Carrot crop?,"Seeds Rate:
For early season variety seed rate of 500 gm is required whereas for late and main season variety seed rate of 250 gm per acre is required.

Seed Treatment:
Before sowing dip seeds in hot water (50 for 30 min) or streptocycline@0.01 gm/Ltr for two hours. After treatment dry them in shade and then sow on bed. Blackrot mostly observed in Rabi. As a preventive measure seed treatment with mercury chloride is essential. For that dip seeds in Mercury chloride@1 gm/Ltr solution for 30 min after that dry them in shed. Crop grown in sandy soils are more prone to stem rot. To prevent it do seed treatment with Carbendazim 50%WP@3 gm/kg of seeds.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Seeds,Information Regarding seed treatment of  Carrot crop?,"Seed Treatment:
Before sowing dip seeds in hot water (50 for 30 min) or streptocycline@0.01 gm/Ltr for two hours. After treatment dry them in shade and then sow on bed. Blackrot mostly observed in Rabi. As a preventive measure seed treatment with mercury chloride is essential. For that dip seeds in Mercury chloride@1 gm/Ltr solution for 30 min after that dry them in shed. Crop grown in sandy soils are more prone to stem rot. To prevent it do seed treatment with Carbendazim 50%WP@3 gm/kg of seeds.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Seeds,Information regarding nursery management and tranplanting of Carrot crop?,"Before sowing apply mixture of calcium ammonium nitrate and single superphosphate @150g on the raised beds. Sow Carrot seeds on raised beds of 8 m x 1.25 m and of convenient width. After sowing cover the seed beds with FYM and mix well in the soil.  After sowing immediate water sprinkler is necessary.

12-15 days after sowing germination of seed starts. When germination begins, application of calcium ammonium nitrate at fortnight to each bed is given. For good plant size application of calcium ammonium nitrate @100g is given to each bed at the interval of one month.

Seedlings are ready for transplantation in 60-70 days after sowing. Before transplanting light irrigation is given to beds so that seedlings can be easily uprooted and be turgid at transplanting time. Transplanting is mainly done in the month of mid-November end of December.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Plant Protection,Information Regarding control of Nematodest   in  Carrot Crop?,"Nematodes: To control nematodes, apply neem cake@0.5ton/acre at time of sowing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Plant Protection,Information Regarding control of Leaf spot  in  Carrot Crop?,Leaf spot: If infestation is observed in field to control take spray of Mancozeb@2gm/Litre of water.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Nutrient Management,Information Regarding necessary nutrition of Carrot?,"NITROGEN--25kg/acre, PHOSPHORUS --12kg/acre, POTASH --30 kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Nutrient Management,Information Regarding growth of Carrot?,Advised to the farmer do not apply more irrigation in carrot crop.  ,"[Reference: www.data.gov.in, Kisan Calling Center Dataset]"
Vegetables,Carrot,Cultural Practices,Information regarding Improved varieties of Carrot?,"Improved varieties of carrot - PUNJAB Kert Red, PUNJAB Black Beauty, PC-34 and PC-161.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Carrot,Fertilizer Uses,Information Regarding fertilizer requirement in Carrot?,"UREA--55kg/acre, SSP--75kg/acre,MURIATE OF POTASH--50 kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding Arum (Arvi) Crop?,"It is a perennial herbaceous plant which is grown in tropical and subtropical regions. It requires warm season for its growth. It is commercially grown because of its consumption of sweet and starchy tubers. Arvi is also known as Taro and the Taro roots are also known as ddo asheenand alo The plant mainly attains the height of 1-2m. They have light green color leaves which are elongated and heart shaped. They have many health benefits as it is used to cure cancer, blood pressure, heart health, diabetes, digestive health, skin and is used to boost vision. Punjab, Manipur, Himachal Pradesh, Assam, Gujarat, Maharashtra, Kerala, Andhra Pradesh, Uttarakhand, Orissa, west Bengal, Bihar, Karnataka and Telangana are the major growing states in India.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding sowing time of  Arum (Arvi) crop?,"For optimum yield, tubers should be sown in nursery beds in the first fortnight of February under Punjab conditions.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding suitable tempararture of Arum (Arvi) crops?,"The suitable temparature: Sowing Temparature- 18-22 degree, 
Normal Temperature- 18-35 degree,Harvesting Temperature- 25-35 degree,Rainfall- 120-150mm
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding suitable time of  Arum (Arvi) crop?,"For optimum yield, tubers should be sown in nursery beds in the first fortnight of February under Punjab conditions.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding soil management of  Arum (Arvi) crop?,Arum is planted in variety of soil ranging from sandy to loamy soil. But the best results it gives when grown in sandy loam or loamy soils having high organic matter. Avoid cultivation in soil having poor drainage system. Soil which lacks in fertility and moisture results in low quality corm yield.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding field preparation of  Arum (Arvi) crop?,"For Arum plantation, the land should be well prepared. To bring the soil to the fine tilth, before sowing land must be ploughed 2-3 times followed by planking. The field should be kept weed-free.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding spacing of  Arum (Arvi) crop?,"Spacing:Use row to row spacing of 60 x 15 cm or 45 x 20 cm.
   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding sowing depth of  Arum (Arvi) crop?,"Sowing Depth:Use depth of 6-7.5 cm for tuber planting.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding harvesting of  Arum (Arvi) crop?,"Harvesting is mainly done after 175-200 days of sowing i.e. when leaves become yellow in color. To obtain soft corms, early harvesting should be done. Proper moisture in the fields is necessary for easy harvesting of corms. Harvesting of corms is done with the help of spade or other hand tools. After harvesting, corms are cleaned and then grading should be done.
 

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding post harvesting of  Arum (Arvi) crop?,Secondary corms are stored in cool and dry place for seed production purpose. By storing in cool and dry places it will help to protect corms from rotting. It can also be stored in cold storages or in pits.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Cultural Practices,Information Regarding method of sowing of  Arum (Arvi) crop?,"Method of sowing:  The corms are sown manually, deep in the soil. Dibbling method is used for sowing corms. Beside this its sowing is also done with potato like machine used for sowing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Water Management,Information Regarding water management of  Arum (Arvi) crop?,"Pre-requisite irrigation is necessary for good yield of crop. In summers, irrigation is given at the interval of 3-4 days and in rainy season, no irrigation required but sometimes lifesaving irrigation is necessary. Arvi requires constant irrigation for regular sprouting therefore immediate irrigation is required after sowing. Keep the field wet till seedling germination.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Weed Management,Information Regarding weed management of  Arum (Arvi) crop?,"To make the field weed free, 1-2 hoeing and earthing up should be done after each hoeing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Fertilizer Uses,Information Regarding fertilizer uses of  Arum (Arvi) crop?,"Apply well rotten FYM (Farm Yard Manure) @5-7tonnes/acre before sowing. Along with FYM apply fertilizer dose in terms of Urea @90kg/acre, SSP @125kg/acre and MOP @35kg/acre.

Full dose of K2O and P2O5 is applied at the time of planting. Nitrogen dose is applied in 2 splits i.e. first at the time of sowing and remaining half should be applied at the time of hoeing, weeding and earthing up.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Varieties,Information Regarding varieties of  Arum (Arvi) crop?,"Punjab Arvi-1 (209): The plants have huge, obliquely erect, green, and tall leaves. Long and sheathing at the base, the petiole. Long and fairly thick, the corms. The inside flesh of the corm is creamy and brown in colour. Maturity takes 175 days to complete. The typical production per acre is 90 q/acre.

Other state variety:
Sree Pallavi, Sree Kiran, Sree Rashmi, Satamukhi (Kovvur), Co1 and Panchamukhi are the popular varieties for Arvi.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Varieties,Information Regarding Arum (Arvi) improved varieties?,"Sree Pallavi, Sree Kiran, Sree Rashmi, Satamukhi (Kovvur), Co1 and Panchamukhi are the popular varieties for Arvi.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Seeds,Information Regarding seed management of  Arum (Arvi) crop?,"Seeds Rate
For early season variety seed rate of 500 gm is required whereas for late and main season variety seed rate of 250 gm per acre is required.

Seed Treatment
Before sowing dip seeds in hot water (50 for 30 min) or streptocycline@0.01 gm/Ltr for two hours. After treatment dry them in shade and then sow on bed. Blackrot mostly observed in Rabi. As a preventive measure seed treatment with mercury chloride is essential. For that dip seeds in Mercury chloride@1 gm/Ltr solution for 30 min after that dry them in shed. Crop grown in sandy soils are more prone to stem rot. To prevent it do seed treatment with Carbendazim 50%WP@3 gm/kg of seeds.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
